sale_id,sale_date,product_id,customer_id,quantity,unit_price,revenue,payment_method
S0007865,2025-05-24,P0016,C00207,1,26.95,26.95,Cash
S0007866,2025-05-24,P0001,C00005,3,2.31,6.93,Digital Wallet
S0007867,2025-05-24,P0003,C00433,1,2.27,2.27,Card
S0007868,2025-05-24,P0015,C00338,1,29.69,29.69,Cash
S0007869,2025-05-24,P0026,C00195,2,30.59,61.18,Cash
S0007870,2025-05-24,P0015,C00156,2,29.69,59.38,Cash
S0007871,2025-05-24,P0024,C00302,3,16.73,50.19,Card
S0007872,2025-05-24,P0018,C00120,4,14.48,57.92,Card
S0007873,2025-05-24,P0024,C00085,3,16.73,50.19,Card
S0007874,2025-05-24,P0017,C00246,1,10.27,10.27,Card
S0007875,2025-05-24,P0037,C00230,2,29.68,59.36,Card
S0007876,2025-05-24,P0001,C00185,1,2.31,2.31,Digital Wallet
S0007877,2025-05-24,P0039,C00133,5,8.22,41.1,Digital Wallet
S0007878,2025-05-24,P0018,C00232,1,14.48,14.48,Cash
S0007879,2025-05-25,P0040,C00062,3,4.33,12.99,Card
S0007880,2025-05-25,P0002,C00198,3,23.0,69.0,Digital Wallet
S0007881,2025-05-25,P0015,C00162,2,29.69,59.38,Digital Wallet
S0007882,2025-05-25,P0018,C00156,5,14.48,72.4,Card
S0007883,2025-05-25,P0019,C00303,1,6.16,6.16,Card
S0007884,2025-05-25,P0023,C00121,3,17.42,52.26,Card
S0007885,2025-05-25,P0028,C00215,2,22.42,44.84,Cash
S0007886,2025-05-25,P0007,C00089,2,11.24,22.48,Digital Wallet
S0007887,2025-05-25,P0018,C00230,2,14.48,28.96,Card
S0007888,2025-05-25,P0031,C00153,4,28.12,112.48,Cash
S0007889,2025-05-25,P0012,C00486,1,17.67,17.67,Card
S0007890,2025-05-25,P0023,C00357,4,17.42,69.68,Card
S0007891,2025-05-25,P0008,C00029,4,25.45,101.8,Card
S0007892,2025-05-25,P0037,C00297,5,29.68,148.4,Digital Wallet
S0007893,2025-05-25,P0007,C00333,1,11.24,11.24,Card
S0007894,2025-05-25,P0001,C00451,1,2.31,2.31,Digital Wallet
S0007895,2025-05-25,P0010,C00261,1,16.69,16.69,Digital Wallet
S0007896,2025-05-25,P0035,C00330,4,4.51,18.04,Cash
S0007897,2025-05-25,P0017,C00485,4,10.27,41.08,Cash
S0007898,2025-05-25,P0039,C00054,5,8.22,41.1,Digital Wallet
S0007899,2025-05-25,P0026,C00028,1,30.59,30.59,Digital Wallet
S0007900,2025-05-25,P0017,C00458,3,10.27,30.81,Card
S0007901,2025-05-25,P0030,C00185,1,3.95,3.95,Card
S0007902,2025-05-25,P0005,C00249,3,12.52,37.56,Digital Wallet
S0007903,2025-05-25,P0023,C00470,1,17.42,17.42,Digital Wallet
S0007904,2025-05-25,P0039,C00220,1,8.22,8.22,Card
S0007905,2025-05-25,P0023,C00211,1,17.42,17.42,Card
S0007906,2025-05-25,P0018,C00044,4,14.48,57.92,Card
S0007907,2025-05-25,P0001,C00482,2,2.31,4.62,Card
S0007908,2025-05-25,P0028,C00458,5,22.42,112.1,Cash
S0007909,2025-05-25,P0002,C00129,2,23.0,46.0,Card
S0007910,2025-05-25,P0010,C00029,1,16.69,16.69,Digital Wallet
S0007911,2025-05-25,P0022,C00466,4,22.12,88.48,Digital Wallet
S0007912,2025-05-25,P0027,C00147,1,24.24,24.24,Card
S0007913,2025-05-25,P0013,C00359,1,21.26,21.26,Card
S0007914,2025-05-25,P0011,C00307,2,28.23,56.46,Digital Wallet
S0007915,2025-05-25,P0013,C00197,3,21.26,63.78,Digital Wallet
S0007916,2025-05-25,P0004,C00381,1,18.23,18.23,Cash
S0007917,2025-05-25,P0006,C00282,2,9.35,18.7,Digital Wallet
S0007918,2025-05-26,P0029,C00227,4,12.45,49.8,Digital Wallet
S0007919,2025-05-26,P0010,C00433,1,16.69,16.69,Digital Wallet
S0007920,2025-05-26,P0005,C00426,1,12.52,12.52,Cash
S0007921,2025-05-26,P0027,C00175,4,24.24,96.96,Digital Wallet
S0007922,2025-05-26,P0037,C00345,4,29.68,118.72,Card
S0007923,2025-05-26,P0010,C00381,5,16.69,83.45,Digital Wallet
S0007924,2025-05-26,P0005,C00030,2,12.52,25.04,Digital Wallet
S0007925,2025-05-26,P0021,C00252,2,3.5,7.0,Cash
S0007926,2025-05-26,P0030,C00429,4,3.95,15.8,Card
S0007927,2025-05-26,P0011,C00167,2,28.23,56.46,Digital Wallet
S0007928,2025-05-26,P0040,C00168,4,4.33,17.32,Cash
S0007929,2025-05-26,P0022,C00061,1,22.12,22.12,Digital Wallet
S0007930,2025-05-26,P0019,C00317,4,6.16,24.64,Cash
S0007931,2025-05-26,P0012,C00409,2,17.67,35.34,Cash
S0007932,2025-05-26,P0014,C00423,3,14.33,42.99,Cash
S0007933,2025-05-26,P0037,C00354,4,29.68,118.72,Card
S0007934,2025-05-26,P0012,C00093,5,17.67,88.35,Cash
S0007935,2025-05-26,P0004,C00245,2,18.23,36.46,Digital Wallet
S0007936,2025-05-26,P0017,C00351,1,10.27,10.27,Cash
S0007937,2025-05-26,P0027,C00201,4,24.24,96.96,Digital Wallet
S0007938,2025-05-26,P0012,C00311,2,17.67,35.34,Card
S0007939,2025-05-26,P0005,C00292,1,12.52,12.52,Card
S0007940,2025-05-26,P0035,C00283,5,4.51,22.55,Cash
S0007941,2025-05-26,P0033,C00473,1,32.26,32.26,Digital Wallet
S0007942,2025-05-26,P0027,C00169,1,24.24,24.24,Card
S0007943,2025-05-26,P0008,C00390,4,25.45,101.8,Card
S0007944,2025-05-26,P0021,C00269,5,3.5,17.5,Cash
S0007945,2025-05-26,P0010,C00153,2,16.69,33.38,Cash
S0007946,2025-05-26,P0039,C00492,2,8.22,16.44,Cash
S0007947,2025-05-26,P0015,C00145,4,29.69,118.76,Digital Wallet
S0007948,2025-05-26,P0016,C00030,2,26.95,53.9,Cash
S0007949,2025-05-26,P0037,C00421,5,29.68,148.4,Cash
S0007950,2025-05-26,P0001,C00073,2,2.31,4.62,Digital Wallet
S0007951,2025-05-26,P0030,C00248,3,3.95,11.85,Digital Wallet
S0007952,2025-05-26,P0032,C00476,4,22.91,91.64,Cash
S0007953,2025-05-26,P0033,C00277,4,32.26,129.04,Digital Wallet
S0007954,2025-05-26,P0004,C00167,1,18.23,18.23,Digital Wallet
S0007955,2025-05-26,P0029,C00441,1,12.45,12.45,Cash
S0007956,2025-05-26,P0013,C00123,2,21.26,42.52,Digital Wallet
S0007957,2025-05-26,P0040,C00111,5,4.33,21.65,Cash
S0007958,2025-05-26,P0014,C00172,3,14.33,42.99,Cash
S0007959,2025-05-26,P0031,C00010,5,28.12,140.6,Digital Wallet
S0007960,2025-05-26,P0028,C00010,1,22.42,22.42,Cash
S0007961,2025-05-26,P0027,C00438,1,24.24,24.24,Card
S0007962,2025-05-26,P0012,C00419,2,17.67,35.34,Digital Wallet
S0007963,2025-05-26,P0033,C00332,2,32.26,64.52,Digital Wallet
S0007964,2025-05-26,P0024,C00148,2,16.73,33.46,Digital Wallet
S0007965,2025-05-26,P0011,C00163,5,28.23,141.15,Cash
S0007966,2025-05-26,P0035,C00181,1,4.51,4.51,Cash
S0007967,2025-05-26,P0034,C00379,2,13.32,26.64,Digital Wallet
S0007968,2025-05-26,P0025,C00013,3,4.71,14.13,Cash
S0007969,2025-05-26,P0021,C00020,3,3.5,10.5,Card
S0007970,2025-05-26,P0040,C00267,1,4.33,4.33,Card
S0007971,2025-05-26,P0008,C00290,4,25.45,101.8,Card
S0007972,2025-05-26,P0017,C00112,5,10.27,51.35,Digital Wallet
S0007973,2025-05-26,P0037,C00085,2,29.68,59.36,Cash
S0007974,2025-05-26,P0007,C00362,4,11.24,44.96,Digital Wallet
S0007975,2025-05-26,P0036,C00097,3,13.91,41.73,Card
S0007976,2025-05-26,P0040,C00097,2,4.33,8.66,Card
S0007977,2025-05-26,P0038,C00400,1,9.21,9.21,Card
S0007978,2025-05-26,P0013,C00314,1,21.26,21.26,Digital Wallet
S0007979,2025-05-26,P0014,C00026,5,14.33,71.65,Digital Wallet
S0007980,2025-05-26,P0026,C00281,3,30.59,91.77,Card
S0007981,2025-05-26,P0039,C00109,3,8.22,24.66,Card
S0007982,2025-05-26,P0017,C00475,1,10.27,10.27,Cash
S0007983,2025-05-26,P0035,C00128,1,4.51,4.51,Cash
S0007984,2025-05-26,P0027,C00159,5,24.24,121.2,Card
S0007985,2025-05-26,P0001,C00149,4,2.31,9.24,Cash
S0007986,2025-05-26,P0012,C00432,4,17.67,70.68,Card
S0007987,2025-05-26,P0020,C00359,1,24.58,24.58,Card
S0007988,2025-05-26,P0021,C00407,1,3.5,3.5,Card
S0007989,2025-05-26,P0001,C00118,1,2.31,2.31,Cash
S0007990,2025-05-26,P0031,C00255,2,28.12,56.24,Card
S0007991,2025-05-26,P0039,C00111,4,8.22,32.88,Card
S0007992,2025-05-26,P0035,C00205,2,4.51,9.02,Cash
S0007993,2025-05-26,P0017,C00478,1,10.27,10.27,Card
S0007994,2025-05-26,P0001,C00428,3,2.31,6.93,Cash
S0007995,2025-05-26,P0037,C00032,1,29.68,29.68,Card
S0007996,2025-05-26,P0007,C00369,1,11.24,11.24,Cash
S0007997,2025-05-27,P0036,C00083,2,13.91,27.82,Digital Wallet
S0007998,2025-05-27,P0012,C00448,1,17.67,17.67,Card
S0007999,2025-05-27,P0017,C00351,2,10.27,20.54,Cash
S0008000,2025-05-27,P0018,C00482,2,14.48,28.96,Digital Wallet
S0008001,2025-05-27,P0030,C00249,1,3.95,3.95,Card
S0008002,2025-05-27,P0019,C00318,2,6.16,12.32,Cash
S0008003,2025-05-27,P0007,C00498,2,11.24,22.48,Cash
S0008004,2025-05-27,P0032,C00069,1,22.91,22.91,Digital Wallet
S0008005,2025-05-27,P0009,C00383,2,3.63,7.26,Card
S0008006,2025-05-27,P0028,C00177,2,22.42,44.84,Cash
S0008007,2025-05-27,P0012,C00307,3,17.67,53.01,Digital Wallet
S0008008,2025-05-27,P0012,C00302,1,17.67,17.67,Digital Wallet
S0008009,2025-05-27,P0034,C00402,4,13.32,53.28,Cash
S0008010,2025-05-27,P0026,C00464,5,30.59,152.95,Card
S0008011,2025-05-27,P0002,C00048,1,23.0,23.0,Digital Wallet
S0008012,2025-05-27,P0032,C00451,2,22.91,45.82,Card
S0008013,2025-05-27,P0031,C00187,1,28.12,28.12,Cash
S0008014,2025-05-27,P0032,C00043,2,22.91,45.82,Cash
S0008015,2025-05-27,P0037,C00383,3,29.68,89.04,Cash
S0008016,2025-05-27,P0030,C00285,2,3.95,7.9,Cash
S0008017,2025-05-27,P0015,C00329,1,29.69,29.69,Digital Wallet
S0008018,2025-05-27,P0029,C00241,5,12.45,62.25,Digital Wallet
S0008019,2025-05-27,P0039,C00130,5,8.22,41.1,Card
S0008020,2025-05-27,P0005,C00031,1,12.52,12.52,Card
S0008021,2025-05-27,P0004,C00070,2,18.23,36.46,Cash
S0008022,2025-05-27,P0007,C00443,3,11.24,33.72,Card
S0008023,2025-05-27,P0012,C00296,1,17.67,17.67,Cash
S0008024,2025-05-27,P0013,C00237,4,21.26,85.04,Digital Wallet
S0008025,2025-05-27,P0030,C00017,1,3.95,3.95,Digital Wallet
S0008026,2025-05-27,P0005,C00145,1,12.52,12.52,Cash
S0008027,2025-05-27,P0037,C00007,1,29.68,29.68,Cash
S0008028,2025-05-27,P0019,C00324,3,6.16,18.48,Digital Wallet
S0008029,2025-05-27,P0019,C00286,1,6.16,6.16,Card
S0008030,2025-05-27,P0002,C00165,3,23.0,69.0,Card
S0008031,2025-05-27,P0036,C00383,2,13.91,27.82,Cash
S0008032,2025-05-27,P0030,C00332,2,3.95,7.9,Digital Wallet
S0008033,2025-05-27,P0033,C00309,4,32.26,129.04,Card
S0008034,2025-05-27,P0024,C00187,1,16.73,16.73,Card
S0008035,2025-05-27,P0012,C00485,3,17.67,53.01,Digital Wallet
S0008036,2025-05-27,P0015,C00353,4,29.69,118.76,Cash
S0008037,2025-05-27,P0021,C00345,2,3.5,7.0,Digital Wallet
S0008038,2025-05-27,P0006,C00461,5,9.35,46.75,Digital Wallet
S0008039,2025-05-27,P0013,C00054,2,21.26,42.52,Card
S0008040,2025-05-27,P0001,C00119,1,2.31,2.31,Card
S0008041,2025-05-27,P0021,C00182,1,3.5,3.5,Card
S0008042,2025-05-27,P0036,C00197,3,13.91,41.73,Card
S0008043,2025-05-27,P0020,C00394,1,24.58,24.58,Digital Wallet
S0008044,2025-05-27,P0039,C00330,2,8.22,16.44,Cash
S0008045,2025-05-28,P0018,C00354,3,14.48,43.44,Digital Wallet
S0008046,2025-05-28,P0018,C00134,2,14.48,28.96,Cash
S0008047,2025-05-28,P0027,C00117,1,24.24,24.24,Cash
S0008048,2025-05-28,P0025,C00108,1,4.71,4.71,Card
S0008049,2025-05-28,P0018,C00034,4,14.48,57.92,Digital Wallet
S0008050,2025-05-28,P0032,C00193,1,22.91,22.91,Card
S0008051,2025-05-28,P0009,C00145,2,3.63,7.26,Cash
S0008052,2025-05-28,P0036,C00464,1,13.91,13.91,Digital Wallet
S0008053,2025-05-28,P0034,C00149,2,13.32,26.64,Digital Wallet
S0008054,2025-05-28,P0008,C00289,1,25.45,25.45,Card
S0008055,2025-05-28,P0022,C00456,1,22.12,22.12,Card
S0008056,2025-05-28,P0020,C00281,3,24.58,73.74,Digital Wallet
S0008057,2025-05-28,P0011,C00002,3,28.23,84.69,Card
S0008058,2025-05-28,P0007,C00264,1,11.24,11.24,Card
S0008059,2025-05-28,P0015,C00282,3,29.69,89.07,Cash
S0008060,2025-05-28,P0025,C00241,1,4.71,4.71,Digital Wallet
S0008061,2025-05-28,P0025,C00218,2,4.71,9.42,Digital Wallet
S0008062,2025-05-28,P0039,C00007,1,8.22,8.22,Cash
S0008063,2025-05-28,P0018,C00476,1,14.48,14.48,Card
S0008064,2025-05-28,P0003,C00355,2,2.27,4.54,Digital Wallet
S0008065,2025-05-28,P0040,C00408,4,4.33,17.32,Card
S0008066,2025-05-28,P0030,C00484,3,3.95,11.85,Cash
S0008067,2025-05-28,P0004,C00048,4,18.23,72.92,Card
S0008068,2025-05-28,P0008,C00441,1,25.45,25.45,Card
S0008069,2025-05-28,P0011,C00425,5,28.23,141.15,Digital Wallet
S0008070,2025-05-28,P0004,C00461,1,18.23,18.23,Cash
S0008071,2025-05-28,P0021,C00241,2,3.5,7.0,Cash
S0008072,2025-05-28,P0040,C00451,2,4.33,8.66,Digital Wallet
S0008073,2025-05-28,P0008,C00272,1,25.45,25.45,Cash
S0008074,2025-05-28,P0024,C00431,1,16.73,16.73,Card
S0008075,2025-05-28,P0021,C00194,5,3.5,17.5,Digital Wallet
S0008076,2025-05-28,P0032,C00278,5,22.91,114.55,Cash
S0008077,2025-05-28,P0017,C00286,3,10.27,30.81,Card
S0008078,2025-05-28,P0016,C00091,3,26.95,80.85,Digital Wallet
S0008079,2025-05-28,P0035,C00137,2,4.51,9.02,Card
S0008080,2025-05-28,P0006,C00007,1,9.35,9.35,Cash
S0008081,2025-05-28,P0024,C00061,2,16.73,33.46,Digital Wallet
S0008082,2025-05-28,P0035,C00486,4,4.51,18.04,Digital Wallet
S0008083,2025-05-28,P0027,C00308,4,24.24,96.96,Card
S0008084,2025-05-28,P0007,C00457,3,11.24,33.72,Card
S0008085,2025-05-28,P0003,C00495,2,2.27,4.54,Cash
S0008086,2025-05-28,P0007,C00406,2,11.24,22.48,Digital Wallet
S0008087,2025-05-28,P0029,C00036,1,12.45,12.45,Card
S0008088,2025-05-28,P0010,C00032,4,16.69,66.76,Digital Wallet
S0008089,2025-05-28,P0004,C00254,3,18.23,54.69,Cash
S0008090,2025-05-28,P0021,C00095,5,3.5,17.5,Cash
S0008091,2025-05-28,P0015,C00287,1,29.69,29.69,Cash
S0008092,2025-05-28,P0035,C00410,2,4.51,9.02,Cash
S0008093,2025-05-28,P0010,C00249,3,16.69,50.07,Cash
S0008094,2025-05-28,P0025,C00015,2,4.71,9.42,Digital Wallet
S0008095,2025-05-28,P0040,C00003,2,4.33,8.66,Digital Wallet
S0008096,2025-05-28,P0019,C00212,2,6.16,12.32,Cash
S0008097,2025-05-28,P0034,C00289,3,13.32,39.96,Card
S0008098,2025-05-28,P0022,C00095,1,22.12,22.12,Card
S0008099,2025-05-28,P0037,C00454,1,29.68,29.68,Cash
S0008100,2025-05-28,P0035,C00197,1,4.51,4.51,Digital Wallet
S0008101,2025-05-29,P0014,C00468,4,14.33,57.32,Digital Wallet
S0008102,2025-05-29,P0039,C00152,1,8.22,8.22,Card
S0008103,2025-05-29,P0040,C00068,1,4.33,4.33,Card
S0008104,2025-05-29,P0040,C00488,1,4.33,4.33,Digital Wallet
S0008105,2025-05-29,P0034,C00333,1,13.32,13.32,Card
S0008106,2025-05-29,P0018,C00111,1,14.48,14.48,Cash
S0008107,2025-05-29,P0037,C00275,4,29.68,118.72,Cash
S0008108,2025-05-29,P0019,C00025,3,6.16,18.48,Card
S0008109,2025-05-29,P0018,C00243,3,14.48,43.44,Cash
S0008110,2025-05-29,P0040,C00208,1,4.33,4.33,Card
S0008111,2025-05-29,P0039,C00342,2,8.22,16.44,Digital Wallet
S0008112,2025-05-29,P0005,C00275,2,12.52,25.04,Cash
S0008113,2025-05-29,P0024,C00223,1,16.73,16.73,Card
S0008114,2025-05-29,P0007,C00190,2,11.24,22.48,Cash
S0008115,2025-05-29,P0009,C00340,1,3.63,3.63,Cash
S0008116,2025-05-29,P0006,C00363,1,9.35,9.35,Digital Wallet
S0008117,2025-05-29,P0036,C00451,1,13.91,13.91,Digital Wallet
S0008118,2025-05-29,P0018,C00103,5,14.48,72.4,Digital Wallet
S0008119,2025-05-29,P0028,C00191,4,22.42,89.68,Card
S0008120,2025-05-29,P0006,C00223,1,9.35,9.35,Digital Wallet
S0008121,2025-05-29,P0031,C00169,1,28.12,28.12,Digital Wallet
S0008122,2025-05-29,P0018,C00286,1,14.48,14.48,Cash
S0008123,2025-05-29,P0026,C00073,1,30.59,30.59,Digital Wallet
S0008124,2025-05-29,P0013,C00355,2,21.26,42.52,Digital Wallet
S0008125,2025-05-29,P0007,C00245,4,11.24,44.96,Cash
S0008126,2025-05-29,P0009,C00425,2,3.63,7.26,Cash
S0008127,2025-05-29,P0034,C00434,5,13.32,66.6,Cash
S0008128,2025-05-29,P0035,C00494,1,4.51,4.51,Digital Wallet
S0008129,2025-05-29,P0028,C00078,1,22.42,22.42,Cash
S0008130,2025-05-29,P0021,C00007,2,3.5,7.0,Card
S0008131,2025-05-29,P0004,C00306,1,18.23,18.23,Digital Wallet
S0008132,2025-05-29,P0005,C00229,1,12.52,12.52,Cash
S0008133,2025-05-29,P0001,C00485,1,2.31,2.31,Card
S0008134,2025-05-29,P0027,C00377,3,24.24,72.72,Digital Wallet
S0008135,2025-05-29,P0019,C00353,5,6.16,30.8,Cash
S0008136,2025-05-29,P0013,C00473,3,21.26,63.78,Cash
S0008137,2025-05-29,P0008,C00483,1,25.45,25.45,Digital Wallet
S0008138,2025-05-29,P0022,C00340,1,22.12,22.12,Digital Wallet
S0008139,2025-05-29,P0007,C00451,1,11.24,11.24,Cash
S0008140,2025-05-29,P0009,C00195,4,3.63,14.52,Cash
S0008141,2025-05-29,P0027,C00488,1,24.24,24.24,Cash
S0008142,2025-05-29,P0040,C00295,1,4.33,4.33,Digital Wallet
S0008143,2025-05-29,P0032,C00350,1,22.91,22.91,Cash
S0008144,2025-05-29,P0033,C00415,1,32.26,32.26,Card
S0008145,2025-05-29,P0030,C00112,5,3.95,19.75,Cash
S0008146,2025-05-29,P0021,C00448,3,3.5,10.5,Card
S0008147,2025-05-29,P0004,C00212,1,18.23,18.23,Digital Wallet
S0008148,2025-05-29,P0038,C00122,5,9.21,46.05,Cash
S0008149,2025-05-29,P0039,C00018,2,8.22,16.44,Digital Wallet
S0008150,2025-05-29,P0025,C00010,2,4.71,9.42,Cash
S0008151,2025-05-29,P0012,C00065,1,17.67,17.67,Cash
S0008152,2025-05-29,P0025,C00226,1,4.71,4.71,Cash
S0008153,2025-05-29,P0024,C00358,1,16.73,16.73,Card
S0008154,2025-05-29,P0002,C00118,5,23.0,115.0,Digital Wallet
S0008155,2025-05-29,P0014,C00048,1,14.33,14.33,Digital Wallet
S0008156,2025-05-29,P0031,C00396,4,28.12,112.48,Cash
S0008157,2025-05-30,P0011,C00220,4,28.23,112.92,Cash
S0008158,2025-05-30,P0025,C00433,4,4.71,18.84,Cash
S0008159,2025-05-30,P0018,C00149,1,14.48,14.48,Card
S0008160,2025-05-30,P0007,C00177,1,11.24,11.24,Card
S0008161,2025-05-30,P0017,C00373,1,10.27,10.27,Digital Wallet
S0008162,2025-05-30,P0007,C00404,2,11.24,22.48,Digital Wallet
S0008163,2025-05-30,P0037,C00292,1,29.68,29.68,Card
S0008164,2025-05-30,P0031,C00020,1,28.12,28.12,Card
S0008165,2025-05-30,P0038,C00347,3,9.21,27.63,Cash
S0008166,2025-05-30,P0016,C00172,1,26.95,26.95,Digital Wallet
S0008167,2025-05-30,P0018,C00014,2,14.48,28.96,Digital Wallet
S0008168,2025-05-30,P0024,C00232,2,16.73,33.46,Digital Wallet
S0008169,2025-05-30,P0022,C00111,3,22.12,66.36,Cash
S0008170,2025-05-30,P0026,C00141,4,30.59,122.36,Card
S0008171,2025-05-30,P0031,C00463,4,28.12,112.48,Cash
S0008172,2025-05-30,P0036,C00103,3,13.91,41.73,Cash
S0008173,2025-05-30,P0005,C00311,4,12.52,50.08,Digital Wallet
S0008174,2025-05-30,P0035,C00487,5,4.51,22.55,Cash
S0008175,2025-05-30,P0026,C00378,1,30.59,30.59,Card
S0008176,2025-05-30,P0005,C00237,5,12.52,62.6,Cash
S0008177,2025-05-30,P0032,C00072,1,22.91,22.91,Cash
S0008178,2025-05-30,P0023,C00160,1,17.42,17.42,Card
S0008179,2025-05-30,P0018,C00149,1,14.48,14.48,Cash
S0008180,2025-05-30,P0001,C00010,3,2.31,6.93,Card
S0008181,2025-05-30,P0006,C00041,4,9.35,37.4,Cash
S0008182,2025-05-30,P0026,C00443,3,30.59,91.77,Digital Wallet
S0008183,2025-05-30,P0001,C00160,4,2.31,9.24,Card
S0008184,2025-05-30,P0024,C00451,5,16.73,83.65,Digital Wallet
S0008185,2025-05-30,P0014,C00296,1,14.33,14.33,Cash
S0008186,2025-05-30,P0019,C00190,1,6.16,6.16,Card
S0008187,2025-05-30,P0003,C00359,2,2.27,4.54,Cash
S0008188,2025-05-30,P0002,C00271,1,23.0,23.0,Digital Wallet
S0008189,2025-05-30,P0019,C00401,2,6.16,12.32,Cash
S0008190,2025-05-30,P0033,C00239,1,32.26,32.26,Cash
S0008191,2025-05-30,P0030,C00122,3,3.95,11.85,Cash
S0008192,2025-05-30,P0015,C00092,2,29.69,59.38,Digital Wallet
S0008193,2025-05-30,P0036,C00406,2,13.91,27.82,Digital Wallet
S0008194,2025-05-30,P0037,C00407,2,29.68,59.36,Card
S0008195,2025-05-30,P0036,C00125,1,13.91,13.91,Cash
S0008196,2025-05-30,P0019,C00160,1,6.16,6.16,Cash
S0008197,2025-05-30,P0029,C00321,2,12.45,24.9,Card
S0008198,2025-05-30,P0021,C00013,5,3.5,17.5,Cash
S0008199,2025-05-30,P0019,C00415,1,6.16,6.16,Cash
S0008200,2025-05-30,P0036,C00423,4,13.91,55.64,Cash
S0008201,2025-05-30,P0040,C00416,2,4.33,8.66,Cash
S0008202,2025-05-30,P0028,C00312,1,22.42,22.42,Cash
S0008203,2025-05-30,P0033,C00082,2,32.26,64.52,Digital Wallet
S0008204,2025-05-30,P0037,C00037,2,29.68,59.36,Digital Wallet
S0008205,2025-05-30,P0024,C00119,2,16.73,33.46,Digital Wallet
S0008206,2025-05-30,P0028,C00283,2,22.42,44.84,Card
S0008207,2025-05-30,P0038,C00103,2,9.21,18.42,Card
S0008208,2025-05-30,P0018,C00454,4,14.48,57.92,Digital Wallet
S0008209,2025-05-30,P0032,C00201,3,22.91,68.73,Card
S0008210,2025-05-30,P0008,C00120,1,25.45,25.45,Digital Wallet
S0008211,2025-05-30,P0023,C00245,5,17.42,87.1,Cash
S0008212,2025-05-30,P0009,C00469,1,3.63,3.63,Cash
S0008213,2025-05-30,P0023,C00156,2,17.42,34.84,Cash
S0008214,2025-05-30,P0031,C00004,2,28.12,56.24,Digital Wallet
S0008215,2025-05-30,P0011,C00112,2,28.23,56.46,Card
S0008216,2025-05-30,P0029,C00238,5,12.45,62.25,Digital Wallet
S0008217,2025-05-30,P0037,C00286,4,29.68,118.72,Card
S0008218,2025-05-30,P0015,C00318,1,29.69,29.69,Card
S0008219,2025-05-30,P0020,C00490,2,24.58,49.16,Cash
S0008220,2025-05-31,P0015,C00014,2,29.69,59.38,Cash
S0008221,2025-05-31,P0004,C00191,2,18.23,36.46,Digital Wallet
S0008222,2025-05-31,P0038,C00493,1,9.21,9.21,Digital Wallet
S0008223,2025-05-31,P0013,C00454,4,21.26,85.04,Cash
S0008224,2025-05-31,P0021,C00037,2,3.5,7.0,Digital Wallet
S0008225,2025-05-31,P0021,C00460,2,3.5,7.0,Cash
S0008226,2025-05-31,P0035,C00422,1,4.51,4.51,Digital Wallet
S0008227,2025-05-31,P0030,C00439,2,3.95,7.9,Card
S0008228,2025-05-31,P0036,C00455,1,13.91,13.91,Digital Wallet
S0008229,2025-05-31,P0019,C00267,5,6.16,30.8,Cash
S0008230,2025-05-31,P0032,C00184,1,22.91,22.91,Digital Wallet
S0008231,2025-05-31,P0004,C00010,1,18.23,18.23,Card
S0008232,2025-05-31,P0034,C00262,5,13.32,66.6,Card
S0008233,2025-05-31,P0004,C00144,4,18.23,72.92,Card
S0008234,2025-05-31,P0021,C00452,5,3.5,17.5,Cash
S0008235,2025-05-31,P0027,C00414,4,24.24,96.96,Digital Wallet
S0008236,2025-05-31,P0029,C00054,2,12.45,24.9,Cash
S0008237,2025-05-31,P0007,C00208,2,11.24,22.48,Cash
S0008238,2025-05-31,P0020,C00431,2,24.58,49.16,Cash
S0008239,2025-05-31,P0026,C00016,2,30.59,61.18,Digital Wallet
S0008240,2025-05-31,P0030,C00301,1,3.95,3.95,Cash
S0008241,2025-05-31,P0030,C00491,2,3.95,7.9,Digital Wallet
S0008242,2025-05-31,P0037,C00449,2,29.68,59.36,Card
S0008243,2025-05-31,P0027,C00377,5,24.24,121.2,Digital Wallet
S0008244,2025-05-31,P0039,C00448,3,8.22,24.66,Digital Wallet
S0008245,2025-05-31,P0033,C00143,1,32.26,32.26,Cash
S0008246,2025-05-31,P0006,C00016,2,9.35,18.7,Card
S0008247,2025-05-31,P0009,C00143,1,3.63,3.63,Digital Wallet
S0008248,2025-05-31,P0027,C00470,2,24.24,48.48,Digital Wallet
S0008249,2025-05-31,P0031,C00108,1,28.12,28.12,Cash
S0008250,2025-05-31,P0040,C00458,4,4.33,17.32,Card
S0008251,2025-05-31,P0036,C00105,2,13.91,27.82,Cash
S0008252,2025-05-31,P0025,C00476,1,4.71,4.71,Cash
S0008253,2025-05-31,P0011,C00271,3,28.23,84.69,Cash
S0008254,2025-05-31,P0004,C00394,1,18.23,18.23,Cash
S0008255,2025-05-31,P0039,C00204,2,8.22,16.44,Digital Wallet
S0008256,2025-05-31,P0021,C00414,5,3.5,17.5,Card
S0008257,2025-05-31,P0031,C00298,2,28.12,56.24,Card
S0008258,2025-05-31,P0038,C00129,5,9.21,46.05,Cash
S0008259,2025-05-31,P0007,C00342,1,11.24,11.24,Cash
S0008260,2025-05-31,P0039,C00009,2,8.22,16.44,Digital Wallet
S0008261,2025-05-31,P0030,C00152,2,3.95,7.9,Cash
S0008262,2025-05-31,P0023,C00226,3,17.42,52.26,Cash
