sale_id,sale_date,product_id,customer_id,supplier_id,quantity,revenue,gross_profit,payment_method
S0009056,2025-06-15,P0033,C00489,SUP007,1,32.26,14.86,Digital Wallet
S0009057,2025-06-15,P0007,C00288,SUP002,1,11.24,3.66,Card
S0009058,2025-06-15,P0005,C00312,SUP004,1,12.52,3.7699999999999996,Cash
S0009059,2025-06-15,P0036,C00130,SUP004,2,27.82,5.640000000000001,Card
S0009060,2025-06-15,P0037,C00073,SUP002,2,59.36,26.54,Cash
S0009061,2025-06-15,P0025,C00421,SUP006,3,14.13,4.920000000000002,Cash
S0009062,2025-06-15,P0008,C00252,SUP005,2,50.9,21.38,Card
S0009063,2025-06-15,P0028,C00231,SUP006,2,44.84,16.820000000000004,Card
S0009064,2025-06-15,P0038,C00236,SUP004,4,36.84,13.320000000000004,Card
S0009065,2025-06-15,P0009,C00099,SUP007,1,3.63,1.1099999999999999,Cash
S0009066,2025-06-15,P0005,C00335,SUP004,5,62.6,18.85,Digital Wallet
S0009067,2025-06-15,P0012,C00270,SUP008,4,70.68,23.160000000000004,Cash
S0009068,2025-06-15,P0034,C00047,SUP005,1,13.32,5.42,Cash
S0009069,2025-06-15,P0004,C00156,SUP001,3,54.69,22.799999999999997,Cash
S0009070,2025-06-15,P0015,C00183,SUP005,4,118.76,47.480000000000004,Digital Wallet
S0009071,2025-06-15,P0035,C00085,SUP008,1,4.51,1.2799999999999998,Cash
S0009072,2025-06-15,P0021,C00245,SUP008,3,10.5,2.3100000000000005,Cash
S0009073,2025-06-15,P0014,C00447,SUP003,2,28.66,8.32,Card
S0009074,2025-06-15,P0007,C00111,SUP002,4,44.96,14.64,Digital Wallet
S0009075,2025-06-15,P0001,C00250,SUP002,5,11.55,3.4499999999999993,Cash
S0009076,2025-06-15,P0004,C00390,SUP001,1,18.23,7.6,Cash
S0009077,2025-06-15,P0028,C00012,SUP006,1,22.42,8.410000000000002,Card
S0009078,2025-06-15,P0029,C00249,SUP006,1,12.45,3.039999999999999,Digital Wallet
S0009079,2025-06-15,P0030,C00402,SUP004,2,7.9,3.5600000000000005,Digital Wallet
S0009080,2025-06-15,P0022,C00336,SUP003,1,22.12,7.610000000000001,Card
S0009081,2025-06-15,P0006,C00183,SUP007,1,9.35,2.4299999999999997,Cash
S0009082,2025-06-15,P0021,C00354,SUP008,4,14.0,3.08,Card
S0009083,2025-06-15,P0007,C00338,SUP002,1,11.24,3.66,Digital Wallet
S0009084,2025-06-15,P0038,C00461,SUP004,2,18.42,6.660000000000002,Digital Wallet
S0009085,2025-06-15,P0028,C00186,SUP006,4,89.68,33.64000000000001,Cash
S0009086,2025-06-15,P0021,C00433,SUP008,4,14.0,3.08,Cash
S0009087,2025-06-15,P0038,C00340,SUP004,4,36.84,13.320000000000004,Digital Wallet
S0009088,2025-06-15,P0035,C00466,SUP008,1,4.51,1.2799999999999998,Digital Wallet
S0009089,2025-06-15,P0037,C00047,SUP002,2,59.36,26.54,Card
S0009090,2025-06-15,P0036,C00482,SUP004,1,13.91,2.8200000000000003,Card
S0009091,2025-06-15,P0001,C00135,SUP002,2,4.62,1.38,Cash
S0009092,2025-06-15,P0023,C00422,SUP007,1,17.42,6.210000000000001,Card
S0009093,2025-06-15,P0038,C00063,SUP004,3,27.63,9.989999999999998,Digital Wallet
S0009094,2025-06-15,P0036,C00250,SUP004,1,13.91,2.8200000000000003,Card
S0009095,2025-06-16,P0025,C00112,SUP006,1,4.71,1.6400000000000001,Card
S0009096,2025-06-16,P0009,C00064,SUP007,1,3.63,1.1099999999999999,Digital Wallet
S0009097,2025-06-16,P0024,C00320,SUP001,3,50.19,12.299999999999997,Card
S0009098,2025-06-16,P0001,C00262,SUP002,4,9.24,2.76,Digital Wallet
S0009099,2025-06-16,P0025,C00177,SUP006,2,9.42,3.2800000000000002,Card
S0009100,2025-06-16,P0013,C00409,SUP004,2,42.52,17.6,Digital Wallet
S0009101,2025-06-16,P0006,C00172,SUP007,1,9.35,2.4299999999999997,Digital Wallet
S0009102,2025-06-16,P0020,C00281,SUP007,2,49.16,16.599999999999994,Cash
S0009103,2025-06-16,P0026,C00132,SUP005,5,152.95,65.29999999999998,Cash
S0009104,2025-06-16,P0024,C00224,SUP001,2,33.46,8.2,Card
S0009105,2025-06-16,P0010,C00095,SUP004,3,50.07,10.950000000000003,Cash
S0009106,2025-06-16,P0019,C00289,SUP005,2,12.32,5.220000000000001,Card
S0009107,2025-06-16,P0035,C00480,SUP008,1,4.51,1.2799999999999998,Card
S0009108,2025-06-16,P0031,C00432,SUP008,1,28.12,13.21,Card
S0009109,2025-06-16,P0026,C00252,SUP005,3,91.77,39.17999999999999,Card
S0009110,2025-06-16,P0016,C00459,SUP006,1,26.95,11.59,Card
S0009111,2025-06-16,P0006,C00251,SUP007,1,9.35,2.4299999999999997,Card
S0009112,2025-06-16,P0014,C00451,SUP003,2,28.66,8.32,Cash
S0009113,2025-06-16,P0010,C00219,SUP004,2,33.38,7.300000000000004,Cash
S0009114,2025-06-16,P0004,C00219,SUP001,2,36.46,15.2,Cash
S0009115,2025-06-16,P0025,C00191,SUP006,2,9.42,3.2800000000000002,Digital Wallet
S0009116,2025-06-16,P0030,C00416,SUP004,4,15.8,7.120000000000001,Digital Wallet
S0009117,2025-06-16,P0010,C00356,SUP004,1,16.69,3.650000000000002,Card
S0009118,2025-06-16,P0034,C00404,SUP005,1,13.32,5.42,Digital Wallet
S0009119,2025-06-16,P0038,C00396,SUP004,5,46.05,16.65,Cash
S0009120,2025-06-16,P0019,C00175,SUP005,3,18.48,7.830000000000002,Card
S0009121,2025-06-16,P0003,C00005,SUP007,1,2.27,0.54,Card
S0009122,2025-06-16,P0008,C00221,SUP005,2,50.9,21.38,Cash
S0009123,2025-06-16,P0010,C00082,SUP004,2,33.38,7.300000000000004,Card
S0009124,2025-06-16,P0040,C00470,SUP002,2,8.66,3.0,Digital Wallet
S0009125,2025-06-16,P0031,C00076,SUP008,1,28.12,13.21,Card
S0009126,2025-06-16,P0034,C00266,SUP005,2,26.64,10.84,Card
S0009127,2025-06-16,P0007,C00181,SUP002,1,11.24,3.66,Cash
S0009128,2025-06-16,P0009,C00002,SUP007,4,14.52,4.4399999999999995,Digital Wallet
S0009129,2025-06-16,P0021,C00354,SUP008,4,14.0,3.08,Digital Wallet
S0009130,2025-06-16,P0037,C00485,SUP002,2,59.36,26.54,Card
S0009131,2025-06-16,P0009,C00444,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0009132,2025-06-16,P0023,C00208,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0009133,2025-06-16,P0009,C00431,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0009134,2025-06-16,P0024,C00239,SUP001,2,33.46,8.2,Digital Wallet
S0009135,2025-06-16,P0022,C00481,SUP003,4,88.48,30.440000000000005,Digital Wallet
S0009136,2025-06-16,P0018,C00450,SUP008,4,57.92,26.520000000000003,Card
S0009137,2025-06-16,P0014,C00218,SUP003,3,42.99,12.480000000000004,Card
S0009138,2025-06-16,P0037,C00402,SUP002,1,29.68,13.27,Digital Wallet
S0009139,2025-06-16,P0010,C00257,SUP004,2,33.38,7.300000000000004,Cash
S0009140,2025-06-16,P0006,C00473,SUP007,2,18.7,4.859999999999999,Digital Wallet
S0009141,2025-06-16,P0033,C00185,SUP007,3,96.78,44.580000000000005,Cash
S0009142,2025-06-16,P0015,C00372,SUP005,5,148.45,59.349999999999994,Card
S0009143,2025-06-16,P0034,C00480,SUP005,3,39.96,16.259999999999998,Card
S0009144,2025-06-16,P0028,C00114,SUP006,3,67.26,25.230000000000004,Card
S0009145,2025-06-16,P0035,C00457,SUP008,3,13.53,3.84,Digital Wallet
S0009146,2025-06-16,P0028,C00364,SUP006,3,67.26,25.230000000000004,Card
S0009147,2025-06-16,P0002,C00086,SUP002,2,46.0,20.86,Digital Wallet
S0009148,2025-06-16,P0015,C00018,SUP005,3,89.07,35.60999999999999,Digital Wallet
S0009149,2025-06-16,P0005,C00454,SUP004,2,25.04,7.539999999999999,Card
S0009150,2025-06-16,P0034,C00010,SUP005,4,53.28,21.68,Card
S0009151,2025-06-16,P0007,C00268,SUP002,2,22.48,7.32,Card
S0009152,2025-06-16,P0030,C00109,SUP004,2,7.9,3.5600000000000005,Cash
S0009153,2025-06-16,P0037,C00287,SUP002,2,59.36,26.54,Cash
S0009154,2025-06-17,P0039,C00381,SUP008,1,8.22,2.9400000000000004,Digital Wallet
S0009155,2025-06-17,P0019,C00182,SUP005,2,12.32,5.220000000000001,Cash
S0009156,2025-06-17,P0025,C00065,SUP006,4,18.84,6.5600000000000005,Cash
S0009157,2025-06-17,P0032,C00287,SUP003,1,22.91,10.63,Card
S0009158,2025-06-17,P0025,C00210,SUP006,2,9.42,3.2800000000000002,Card
S0009159,2025-06-17,P0040,C00055,SUP002,1,4.33,1.5,Digital Wallet
S0009160,2025-06-17,P0034,C00077,SUP005,5,66.6,27.099999999999994,Digital Wallet
S0009161,2025-06-17,P0007,C00487,SUP002,1,11.24,3.66,Cash
S0009162,2025-06-17,P0038,C00218,SUP004,2,18.42,6.660000000000002,Digital Wallet
S0009163,2025-06-17,P0028,C00202,SUP006,5,112.1,42.05,Card
S0009164,2025-06-17,P0013,C00180,SUP004,1,21.26,8.8,Card
S0009165,2025-06-17,P0002,C00018,SUP002,5,115.0,52.15,Cash
S0009166,2025-06-17,P0040,C00436,SUP002,1,4.33,1.5,Card
S0009167,2025-06-17,P0016,C00482,SUP006,4,107.8,46.36,Card
S0009168,2025-06-17,P0004,C00013,SUP001,2,36.46,15.2,Card
S0009169,2025-06-17,P0026,C00104,SUP005,2,61.18,26.119999999999997,Card
S0009170,2025-06-17,P0005,C00116,SUP004,1,12.52,3.7699999999999996,Card
S0009171,2025-06-17,P0016,C00206,SUP006,2,53.9,23.18,Cash
S0009172,2025-06-17,P0006,C00188,SUP007,3,28.05,7.290000000000003,Digital Wallet
S0009173,2025-06-17,P0037,C00363,SUP002,5,148.4,66.35000000000001,Cash
S0009174,2025-06-17,P0014,C00086,SUP003,2,28.66,8.32,Cash
S0009175,2025-06-17,P0023,C00057,SUP007,2,34.84,12.420000000000002,Cash
S0009176,2025-06-17,P0030,C00478,SUP004,3,11.85,5.34,Digital Wallet
S0009177,2025-06-17,P0008,C00342,SUP005,2,50.9,21.38,Card
S0009178,2025-06-17,P0019,C00451,SUP005,5,30.8,13.05,Digital Wallet
S0009179,2025-06-17,P0003,C00097,SUP007,1,2.27,0.54,Cash
S0009180,2025-06-17,P0025,C00213,SUP006,2,9.42,3.2800000000000002,Digital Wallet
S0009181,2025-06-17,P0006,C00234,SUP007,2,18.7,4.859999999999999,Cash
S0009182,2025-06-17,P0019,C00194,SUP005,1,6.16,2.6100000000000003,Card
S0009183,2025-06-17,P0025,C00232,SUP006,4,18.84,6.5600000000000005,Cash
S0009184,2025-06-17,P0022,C00072,SUP003,3,66.36,22.83,Card
S0009185,2025-06-17,P0027,C00091,SUP005,2,48.48,17.799999999999997,Cash
S0009186,2025-06-18,P0023,C00146,SUP007,1,17.42,6.210000000000001,Cash
S0009187,2025-06-18,P0025,C00041,SUP006,2,9.42,3.2800000000000002,Digital Wallet
S0009188,2025-06-18,P0032,C00376,SUP003,4,91.64,42.52,Card
S0009189,2025-06-18,P0034,C00166,SUP005,2,26.64,10.84,Cash
S0009190,2025-06-18,P0021,C00234,SUP008,1,3.5,0.77,Card
S0009191,2025-06-18,P0011,C00304,SUP002,2,56.46,25.32,Digital Wallet
S0009192,2025-06-18,P0033,C00004,SUP007,1,32.26,14.86,Card
S0009193,2025-06-18,P0022,C00142,SUP003,2,44.24,15.220000000000002,Digital Wallet
S0009194,2025-06-18,P0002,C00177,SUP002,4,92.0,41.72,Digital Wallet
S0009195,2025-06-18,P0028,C00058,SUP006,1,22.42,8.410000000000002,Card
S0009196,2025-06-18,P0024,C00215,SUP001,4,66.92,16.4,Card
S0009197,2025-06-18,P0023,C00068,SUP007,5,87.1,31.04999999999999,Cash
S0009198,2025-06-18,P0023,C00049,SUP007,2,34.84,12.420000000000002,Digital Wallet
S0009199,2025-06-18,P0038,C00055,SUP004,4,36.84,13.320000000000004,Card
S0009200,2025-06-18,P0037,C00303,SUP002,4,118.72,53.08,Digital Wallet
S0009201,2025-06-18,P0030,C00282,SUP004,1,3.95,1.7800000000000002,Cash
S0009202,2025-06-18,P0030,C00410,SUP004,2,7.9,3.5600000000000005,Card
S0009203,2025-06-18,P0028,C00083,SUP006,2,44.84,16.820000000000004,Card
S0009204,2025-06-18,P0013,C00482,SUP004,1,21.26,8.8,Digital Wallet
S0009205,2025-06-18,P0001,C00140,SUP002,4,9.24,2.76,Card
S0009206,2025-06-18,P0021,C00052,SUP008,4,14.0,3.08,Card
S0009207,2025-06-18,P0035,C00319,SUP008,4,18.04,5.119999999999999,Digital Wallet
S0009208,2025-06-18,P0031,C00220,SUP008,3,84.36,39.629999999999995,Cash
S0009209,2025-06-18,P0019,C00480,SUP005,2,12.32,5.220000000000001,Card
S0009210,2025-06-18,P0009,C00487,SUP007,1,3.63,1.1099999999999999,Cash
S0009211,2025-06-18,P0024,C00317,SUP001,2,33.46,8.2,Digital Wallet
S0009212,2025-06-18,P0025,C00013,SUP006,4,18.84,6.5600000000000005,Digital Wallet
S0009213,2025-06-18,P0040,C00093,SUP002,3,12.99,4.5,Cash
S0009214,2025-06-18,P0039,C00403,SUP008,4,32.88,11.760000000000002,Card
S0009215,2025-06-18,P0013,C00347,SUP004,1,21.26,8.8,Card
S0009216,2025-06-18,P0009,C00343,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0009217,2025-06-18,P0038,C00422,SUP004,1,9.21,3.330000000000001,Digital Wallet
S0009218,2025-06-18,P0007,C00211,SUP002,1,11.24,3.66,Card
S0009219,2025-06-18,P0016,C00200,SUP006,1,26.95,11.59,Cash
S0009220,2025-06-18,P0015,C00447,SUP005,2,59.38,23.740000000000002,Digital Wallet
S0009221,2025-06-18,P0022,C00499,SUP003,4,88.48,30.440000000000005,Card
S0009222,2025-06-18,P0002,C00439,SUP002,3,69.0,31.29,Card
S0009223,2025-06-18,P0019,C00288,SUP005,3,18.48,7.830000000000002,Card
S0009224,2025-06-18,P0033,C00056,SUP007,1,32.26,14.86,Cash
S0009225,2025-06-18,P0011,C00353,SUP002,1,28.23,12.66,Card
S0009226,2025-06-18,P0018,C00266,SUP008,4,57.92,26.520000000000003,Digital Wallet
S0009227,2025-06-18,P0005,C00441,SUP004,5,62.6,18.85,Cash
S0009228,2025-06-18,P0008,C00451,SUP005,1,25.45,10.69,Digital Wallet
S0009229,2025-06-18,P0017,C00340,SUP006,4,41.08,9.319999999999997,Cash
S0009230,2025-06-18,P0020,C00288,SUP007,5,122.9,41.5,Card
S0009231,2025-06-18,P0015,C00056,SUP005,4,118.76,47.480000000000004,Card
S0009232,2025-06-18,P0017,C00058,SUP006,1,10.27,2.329999999999999,Cash
S0009233,2025-06-18,P0011,C00126,SUP002,1,28.23,12.66,Card
S0009234,2025-06-18,P0002,C00336,SUP002,2,46.0,20.86,Digital Wallet
S0009235,2025-06-18,P0039,C00098,SUP008,1,8.22,2.9400000000000004,Card
S0009236,2025-06-18,P0012,C00231,SUP008,2,35.34,11.580000000000002,Cash
S0009237,2025-06-18,P0032,C00427,SUP003,1,22.91,10.63,Digital Wallet
S0009238,2025-06-18,P0020,C00198,SUP007,2,49.16,16.599999999999994,Digital Wallet
S0009239,2025-06-18,P0021,C00147,SUP008,3,10.5,2.3100000000000005,Cash
S0009240,2025-06-18,P0014,C00316,SUP003,1,14.33,4.16,Digital Wallet
S0009241,2025-06-18,P0016,C00191,SUP006,2,53.9,23.18,Digital Wallet
S0009242,2025-06-18,P0032,C00432,SUP003,2,45.82,21.26,Cash
S0009243,2025-06-18,P0006,C00372,SUP007,2,18.7,4.859999999999999,Digital Wallet
S0009244,2025-06-18,P0034,C00171,SUP005,3,39.96,16.259999999999998,Card
S0009245,2025-06-18,P0002,C00220,SUP002,5,115.0,52.15,Card
S0009246,2025-06-18,P0028,C00478,SUP006,1,22.42,8.410000000000002,Cash
S0009247,2025-06-18,P0027,C00134,SUP005,3,72.72,26.700000000000003,Digital Wallet
S0009248,2025-06-18,P0017,C00010,SUP006,2,20.54,4.659999999999998,Digital Wallet
S0009249,2025-06-18,P0039,C00471,SUP008,3,24.66,8.82,Card
S0009250,2025-06-18,P0019,C00335,SUP005,2,12.32,5.220000000000001,Card
S0009251,2025-06-18,P0036,C00183,SUP004,1,13.91,2.8200000000000003,Cash
S0009252,2025-06-18,P0036,C00468,SUP004,1,13.91,2.8200000000000003,Card
S0009253,2025-06-18,P0039,C00436,SUP008,2,16.44,5.880000000000001,Cash
S0009254,2025-06-18,P0037,C00295,SUP002,3,89.04,39.81,Digital Wallet
S0009255,2025-06-18,P0009,C00240,SUP007,1,3.63,1.1099999999999999,Card
S0009256,2025-06-18,P0036,C00161,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0009257,2025-06-18,P0016,C00082,SUP006,5,134.75,57.95,Card
S0009258,2025-06-18,P0040,C00352,SUP002,1,4.33,1.5,Card
S0009259,2025-06-18,P0002,C00092,SUP002,1,23.0,10.43,Digital Wallet
S0009260,2025-06-18,P0017,C00104,SUP006,2,20.54,4.659999999999998,Digital Wallet
S0009261,2025-06-18,P0007,C00196,SUP002,1,11.24,3.66,Card
S0009262,2025-06-19,P0024,C00347,SUP001,1,16.73,4.1,Cash
S0009263,2025-06-19,P0015,C00326,SUP005,1,29.69,11.870000000000001,Card
S0009264,2025-06-19,P0030,C00157,SUP004,2,7.9,3.5600000000000005,Card
S0009265,2025-06-19,P0012,C00097,SUP008,2,35.34,11.580000000000002,Card
S0009266,2025-06-19,P0013,C00120,SUP004,1,21.26,8.8,Digital Wallet
S0009267,2025-06-19,P0028,C00071,SUP006,1,22.42,8.410000000000002,Digital Wallet
S0009268,2025-06-19,P0002,C00367,SUP002,1,23.0,10.43,Card
S0009269,2025-06-19,P0019,C00448,SUP005,5,30.8,13.05,Digital Wallet
S0009270,2025-06-19,P0021,C00354,SUP008,2,7.0,1.54,Digital Wallet
S0009271,2025-06-19,P0012,C00145,SUP008,1,17.67,5.790000000000001,Cash
S0009272,2025-06-19,P0007,C00433,SUP002,2,22.48,7.32,Cash
S0009273,2025-06-19,P0012,C00070,SUP008,2,35.34,11.580000000000002,Digital Wallet
S0009274,2025-06-19,P0036,C00119,SUP004,2,27.82,5.640000000000001,Digital Wallet
S0009275,2025-06-19,P0030,C00400,SUP004,2,7.9,3.5600000000000005,Digital Wallet
S0009276,2025-06-19,P0007,C00409,SUP002,1,11.24,3.66,Cash
S0009277,2025-06-19,P0036,C00088,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0009278,2025-06-19,P0021,C00166,SUP008,1,3.5,0.77,Card
S0009279,2025-06-19,P0009,C00047,SUP007,2,7.26,2.2199999999999998,Cash
S0009280,2025-06-19,P0017,C00452,SUP006,3,30.81,6.989999999999998,Digital Wallet
S0009281,2025-06-19,P0038,C00006,SUP004,5,46.05,16.65,Digital Wallet
S0009282,2025-06-19,P0037,C00333,SUP002,4,118.72,53.08,Card
S0009283,2025-06-19,P0032,C00176,SUP003,2,45.82,21.26,Card
S0009284,2025-06-19,P0037,C00431,SUP002,1,29.68,13.27,Digital Wallet
S0009285,2025-06-19,P0011,C00230,SUP002,1,28.23,12.66,Digital Wallet
S0009286,2025-06-19,P0029,C00066,SUP006,1,12.45,3.039999999999999,Digital Wallet
S0009287,2025-06-19,P0008,C00033,SUP005,1,25.45,10.69,Card
S0009288,2025-06-19,P0038,C00244,SUP004,1,9.21,3.330000000000001,Digital Wallet
S0009289,2025-06-19,P0030,C00130,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0009290,2025-06-19,P0033,C00455,SUP007,3,96.78,44.580000000000005,Digital Wallet
S0009291,2025-06-19,P0031,C00417,SUP008,1,28.12,13.21,Cash
S0009292,2025-06-19,P0027,C00016,SUP005,1,24.24,8.899999999999999,Digital Wallet
S0009293,2025-06-19,P0011,C00068,SUP002,4,112.92,50.64,Cash
S0009294,2025-06-19,P0003,C00441,SUP007,3,6.81,1.62,Card
S0009295,2025-06-19,P0010,C00138,SUP004,2,33.38,7.300000000000004,Card
S0009296,2025-06-19,P0033,C00348,SUP007,1,32.26,14.86,Cash
S0009297,2025-06-19,P0018,C00046,SUP008,1,14.48,6.630000000000001,Cash
S0009298,2025-06-19,P0007,C00084,SUP002,2,22.48,7.32,Cash
S0009299,2025-06-19,P0037,C00302,SUP002,4,118.72,53.08,Digital Wallet
S0009300,2025-06-19,P0027,C00128,SUP005,4,96.96,35.599999999999994,Digital Wallet
S0009301,2025-06-19,P0006,C00342,SUP007,3,28.05,7.290000000000003,Card
S0009302,2025-06-19,P0003,C00141,SUP007,3,6.81,1.62,Card
S0009303,2025-06-19,P0036,C00094,SUP004,1,13.91,2.8200000000000003,Card
S0009304,2025-06-19,P0005,C00476,SUP004,3,37.56,11.310000000000002,Card
S0009305,2025-06-19,P0014,C00448,SUP003,5,71.65,20.800000000000004,Cash
S0009306,2025-06-19,P0005,C00104,SUP004,1,12.52,3.7699999999999996,Digital Wallet
S0009307,2025-06-19,P0028,C00308,SUP006,1,22.42,8.410000000000002,Cash
S0009308,2025-06-19,P0030,C00238,SUP004,3,11.85,5.34,Card
S0009309,2025-06-19,P0025,C00211,SUP006,1,4.71,1.6400000000000001,Card
S0009310,2025-06-19,P0003,C00180,SUP007,2,4.54,1.08,Card
S0009311,2025-06-19,P0003,C00480,SUP007,1,2.27,0.54,Digital Wallet
S0009312,2025-06-19,P0033,C00044,SUP007,5,161.3,74.30000000000001,Cash
S0009313,2025-06-19,P0038,C00257,SUP004,2,18.42,6.660000000000002,Card
S0009314,2025-06-19,P0019,C00256,SUP005,1,6.16,2.6100000000000003,Digital Wallet
S0009315,2025-06-19,P0017,C00167,SUP006,2,20.54,4.659999999999998,Digital Wallet
S0009316,2025-06-20,P0003,C00431,SUP007,1,2.27,0.54,Cash
S0009317,2025-06-20,P0011,C00262,SUP002,2,56.46,25.32,Card
S0009318,2025-06-20,P0023,C00167,SUP007,5,87.1,31.04999999999999,Cash
S0009319,2025-06-20,P0021,C00103,SUP008,1,3.5,0.77,Cash
S0009320,2025-06-20,P0034,C00275,SUP005,3,39.96,16.259999999999998,Cash
S0009321,2025-06-20,P0016,C00044,SUP006,1,26.95,11.59,Cash
S0009322,2025-06-20,P0017,C00287,SUP006,4,41.08,9.319999999999997,Cash
S0009323,2025-06-20,P0024,C00014,SUP001,3,50.19,12.299999999999997,Cash
S0009324,2025-06-20,P0027,C00302,SUP005,5,121.2,44.5,Card
S0009325,2025-06-20,P0019,C00186,SUP005,3,18.48,7.830000000000002,Card
S0009326,2025-06-20,P0018,C00411,SUP008,5,72.4,33.150000000000006,Card
S0009327,2025-06-20,P0012,C00053,SUP008,1,17.67,5.790000000000001,Digital Wallet
S0009328,2025-06-20,P0007,C00182,SUP002,2,22.48,7.32,Card
S0009329,2025-06-20,P0014,C00456,SUP003,1,14.33,4.16,Card
S0009330,2025-06-20,P0031,C00392,SUP008,5,140.6,66.05,Digital Wallet
S0009331,2025-06-20,P0036,C00395,SUP004,2,27.82,5.640000000000001,Cash
S0009332,2025-06-20,P0015,C00470,SUP005,3,89.07,35.60999999999999,Cash
S0009333,2025-06-20,P0021,C00480,SUP008,1,3.5,0.77,Cash
S0009334,2025-06-20,P0016,C00180,SUP006,5,134.75,57.95,Card
S0009335,2025-06-20,P0039,C00197,SUP008,3,24.66,8.82,Cash
S0009336,2025-06-20,P0023,C00274,SUP007,1,17.42,6.210000000000001,Cash
S0009337,2025-06-20,P0004,C00007,SUP001,1,18.23,7.6,Card
S0009338,2025-06-20,P0022,C00473,SUP003,2,44.24,15.220000000000002,Card
S0009339,2025-06-20,P0011,C00409,SUP002,5,141.15,63.30000000000001,Digital Wallet
S0009340,2025-06-20,P0001,C00311,SUP002,1,2.31,0.69,Digital Wallet
S0009341,2025-06-20,P0005,C00178,SUP004,2,25.04,7.539999999999999,Cash
S0009342,2025-06-20,P0003,C00427,SUP007,4,9.08,2.16,Digital Wallet
S0009343,2025-06-20,P0011,C00402,SUP002,2,56.46,25.32,Cash
S0009344,2025-06-20,P0023,C00190,SUP007,2,34.84,12.420000000000002,Digital Wallet
S0009345,2025-06-20,P0039,C00146,SUP008,2,16.44,5.880000000000001,Card
S0009346,2025-06-20,P0009,C00208,SUP007,1,3.63,1.1099999999999999,Cash
S0009347,2025-06-20,P0036,C00385,SUP004,4,55.64,11.280000000000001,Cash
S0009348,2025-06-20,P0018,C00043,SUP008,3,43.44,19.89,Cash
S0009349,2025-06-20,P0021,C00020,SUP008,1,3.5,0.77,Card
S0009350,2025-06-20,P0004,C00458,SUP001,2,36.46,15.2,Digital Wallet
S0009351,2025-06-20,P0033,C00348,SUP007,2,64.52,29.72,Card
S0009352,2025-06-20,P0011,C00167,SUP002,2,56.46,25.32,Cash
S0009353,2025-06-20,P0012,C00447,SUP008,1,17.67,5.790000000000001,Card
S0009354,2025-06-20,P0035,C00201,SUP008,3,13.53,3.84,Card
S0009355,2025-06-20,P0035,C00004,SUP008,2,9.02,2.5599999999999996,Digital Wallet
S0009356,2025-06-20,P0001,C00183,SUP002,2,4.62,1.38,Digital Wallet
S0009357,2025-06-20,P0025,C00228,SUP006,4,18.84,6.5600000000000005,Cash
S0009358,2025-06-20,P0017,C00387,SUP006,1,10.27,2.329999999999999,Card
S0009359,2025-06-20,P0035,C00366,SUP008,1,4.51,1.2799999999999998,Digital Wallet
S0009360,2025-06-20,P0037,C00453,SUP002,5,148.4,66.35000000000001,Cash
S0009361,2025-06-20,P0001,C00209,SUP002,2,4.62,1.38,Cash
S0009362,2025-06-20,P0012,C00430,SUP008,5,88.35,28.94999999999999,Cash
S0009363,2025-06-20,P0018,C00261,SUP008,1,14.48,6.630000000000001,Digital Wallet
S0009364,2025-06-20,P0003,C00327,SUP007,1,2.27,0.54,Digital Wallet
S0009365,2025-06-20,P0012,C00364,SUP008,2,35.34,11.580000000000002,Digital Wallet
S0009366,2025-06-20,P0003,C00244,SUP007,4,9.08,2.16,Cash
S0009367,2025-06-20,P0002,C00252,SUP002,2,46.0,20.86,Digital Wallet
S0009368,2025-06-20,P0036,C00165,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0009369,2025-06-20,P0013,C00402,SUP004,1,21.26,8.8,Digital Wallet
S0009370,2025-06-20,P0021,C00486,SUP008,2,7.0,1.54,Digital Wallet
S0009371,2025-06-20,P0038,C00233,SUP004,2,18.42,6.660000000000002,Card
S0009372,2025-06-21,P0006,C00040,SUP007,4,37.4,9.719999999999999,Card
S0009373,2025-06-21,P0023,C00221,SUP007,2,34.84,12.420000000000002,Cash
S0009374,2025-06-21,P0011,C00484,SUP002,1,28.23,12.66,Cash
S0009375,2025-06-21,P0007,C00437,SUP002,2,22.48,7.32,Digital Wallet
S0009376,2025-06-21,P0019,C00028,SUP005,5,30.8,13.05,Cash
S0009377,2025-06-21,P0028,C00235,SUP006,2,44.84,16.820000000000004,Card
S0009378,2025-06-21,P0027,C00256,SUP005,2,48.48,17.799999999999997,Card
S0009379,2025-06-21,P0032,C00047,SUP003,5,114.55,53.15,Digital Wallet
S0009380,2025-06-21,P0026,C00069,SUP005,1,30.59,13.059999999999999,Digital Wallet
S0009381,2025-06-21,P0018,C00297,SUP008,2,28.96,13.260000000000002,Card
S0009382,2025-06-21,P0010,C00347,SUP004,5,83.45,18.250000000000014,Digital Wallet
S0009383,2025-06-21,P0020,C00101,SUP007,1,24.58,8.299999999999997,Digital Wallet
S0009384,2025-06-21,P0016,C00396,SUP006,4,107.8,46.36,Cash
